category,channel,video_url,video_id
Howto,https://www.youtube.com/@ingridnilsen,https://www.youtube.com/watch?v=Eh7WRYXVh9M,Eh7WRYXVh9M
Howto,https://www.youtube.com/@jeffreestar,https://www.youtube.com/watch?v=XOyXN9SgTl4,XOyXN9SgTl4
Howto,https://www.youtube.com/@MannyMua733,https://www.youtube.com/watch?v=cHMb0qH-Xbw,cHMb0qH-Xbw
Howto,https://www.youtube.com/@NikitaDragun,https://www.youtube.com/watch?v=EPWm4n5llbU,EPWm4n5llbU
Music,https://www.youtube.com/@bennysounds,https://www.youtube.com/watch?v=S0_l9ZOubA0,S0_l9ZOubA0
Music,https://www.youtube.com/@BryanStars,https://www.youtube.com/watch?v=N2ykA0-rPNo,N2ykA0-rPNo
Music,https://www.youtube.com/@doddleoddle,https://www.youtube.com/watch?v=V9ni06SSZSY,V9ni06SSZSY
Music,https://www.youtube.com/@doug,https://www.youtube.com/watch?v=p8VBYnByPds,p8VBYnByPds
Music,https://www.youtube.com/@mxmtoon,https://www.youtube.com/watch?v=AeUeLzBO0go,AeUeLzBO0go
Music,https://www.youtube.com/@PeachPrc,https://www.youtube.com/watch?v=yQRjw94xtUs,yQRjw94xtUs
Music,https://www.youtube.com/@TreviMoran,https://www.youtube.com/watch?v=5tF_t_kb2fc,5tF_t_kb2fc
News and Politics,https://www.youtube.com/@Vaush,https://www.youtube.com/watch?v=eg52SJiT3r8,eg52SJiT3r8
News and Politics,https://www.youtube.com/@destiny,https://www.youtube.com/watch?v=HphwQNhByOk,HphwQNhByOk
News and Politics,https://www.youtube.com/@theamazingatheist,https://www.youtube.com/watch?v=wEdJIZ8Rl_Y,wEdJIZ8Rl_Y
Nonprofit,https://www.youtube.com/@swankivy,https://www.youtube.com/watch?v=WBabpK_nvs0,WBabpK_nvs0
People,https://www.youtube.com/@Alex_Bertie,https://www.youtube.com/watch?v=9vyF2gMB1zY,9vyF2gMB1zY
People,https://www.youtube.com/@AustinProductions,https://www.youtube.com/watch?v=QVtnGufg_kA,QVtnGufg_kA
People,https://www.youtube.com/@BrendanWJordan,https://www.youtube.com/watch?v=bklw84ZRuNc,bklw84ZRuNc
People,https://www.youtube.com/@CalumMcSwiggan,https://www.youtube.com/watch?v=QTAeIAt7ciQ,QTAeIAt7ciQ
People,https://www.youtube.com/@ConnorFranta,https://www.youtube.com/watch?v=WYodBfRxKWI,WYodBfRxKWI
People,https://www.youtube.com/@danielhowell,https://www.youtube.com/watch?v=lrwMja_VoM0,lrwMja_VoM0
People,https://www.youtube.com/@TheHazelHayes,https://www.youtube.com/watch?v=wQbil4bDFfQ,wQbil4bDFfQ
People,https://www.youtube.com/@Jammidodger,https://www.youtube.com/watch?v=lWngA08D9LU,lWngA08D9LU
People,https://www.youtube.com/@JazzJennings22,https://www.youtube.com/watch?v=mkhYgRlke7c,mkhYgRlke7c
People,https://www.youtube.com/@JeffreyMarsh77,https://www.youtube.com/watch?v=3Hj1Dm4sob4,3Hj1Dm4sob4
People,https://www.youtube.com/@jessicaoutofthecloset,https://www.youtube.com/watch?v=72HS6nTgeOE,72HS6nTgeOE
People,https://www.youtube.com/@JoeyGraceffa,https://www.youtube.com/watch?v=Kcwo_mhyqTw,Kcwo_mhyqTw
People,https://www.youtube.com/@jojosiwaitstv1313,https://www.youtube.com/watch?v=lmpccV_WFSw,lmpccV_WFSw
People,https://www.youtube.com/@KatBlaque,https://www.youtube.com/watch?v=oQYqDDPQf08,oQYqDDPQf08
People,https://www.youtube.com/@LARRAY,https://www.youtube.com/watch?v=M06ju3qJqA4,M06ju3qJqA4
People,https://www.youtube.com/@MiaMulder,https://www.youtube.com/watch?v=HdT1PvJDRo4,HdT1PvJDRo4
People,https://www.youtube.com/@michaelbuckley,https://www.youtube.com/watch?v=jcroy7oP3AY,jcroy7oP3AY
People,https://www.youtube.com/@ContraPoints,https://www.youtube.com/watch?v=7gDKbT_l2us,7gDKbT_l2us
People,https://www.youtube.com/@NikiNSammy,https://www.youtube.com/watch?v=H-19H5PNEi0,H-19H5PNEi0
People,https://www.youtube.com/@AmazingPhil,https://www.youtube.com/watch?v=rqR9h249yh8,rqR9h249yh8
People,https://www.youtube.com/@Rylandvlogs,https://www.youtube.com/watch?v=92_7rQhPQ9w,92_7rQhPQ9w
People,https://www.youtube.com/@samtsui,https://www.youtube.com/watch?v=gGgakt3niys,gGgakt3niys
People,https://www.youtube.com/@nowthisisliving,https://www.youtube.com/watch?v=_Uxw2X0hNGg,_Uxw2X0hNGg
People,https://www.youtube.com/@StefSanjatiOfficial,https://www.youtube.com/watch?v=Rbra10-3sa8,Rbra10-3sa8
People,https://www.youtube.com/@blndsundoll4mj,https://www.youtube.com/watch?v=Euw3Km4ESns,Euw3Km4ESns
People,https://www.youtube.com/@troyesivan,https://www.youtube.com/watch?v=bhxhNIQBKJI,bhxhNIQBKJI
Science and Technology,https://www.youtube.com/@ProfessorDaveatYork,https://www.youtube.com/watch?v=HJnr8b526o0,HJnr8b526o0
