category,channel,video_url,video_id
Pets and Animals,https://www.youtube.com/@JuniperFox,https://www.youtube.com/watch?v=BABrM4E42VM,BABrM4E42VM
Pets and Animals,https://www.youtube.com/@GTH2Gohan,https://www.youtube.com/watch?v=_AYZqrxZEDM,_AYZqrxZEDM
Pets and Animals,https://www.youtube.com/@GTH2Gohan,https://www.youtube.com/watch?v=D1FTKLMAshQ,D1FTKLMAshQ
Pets and Animals,https://www.youtube.com/@GTH2Gohan,https://www.youtube.com/watch?v=6LWrtQLwdGA,6LWrtQLwdGA
Music,https://www.youtube.com/@BigBagEnt,https://www.youtube.com/watch?v=YIWSEa5U9_U,YIWSEa5U9_U
Music,https://www.youtube.com/@BigBagEnt,https://www.youtube.com/watch?v=3q1bcrovelY,3q1bcrovelY
Music,https://www.youtube.com/@BigBagEnt,https://www.youtube.com/watch?v=ttXBIQRv-Yo,ttXBIQRv-Yo
Music,https://www.youtube.com/@fifibisnar,https://www.youtube.com/watch?v=Uj-HiUUfAT8,Uj-HiUUfAT8
Music,https://www.youtube.com/@fifibisnar,https://www.youtube.com/watch?v=C7mDqwjXjBc,C7mDqwjXjBc
Music,https://www.youtube.com/@fifibisnar,https://www.youtube.com/watch?v=bbWbRV0-1ok,bbWbRV0-1ok
Music,https://www.youtube.com/@MariVoilesDrumming,https://www.youtube.com/watch?v=bZlW_YxIYDs,bZlW_YxIYDs
Music,https://www.youtube.com/@MariVoilesDrumming,https://www.youtube.com/watch?v=uZBOTAjoXcc,uZBOTAjoXcc
Music,https://www.youtube.com/@MariVoilesDrumming,https://www.youtube.com/watch?v=TqJ5BWezQIw,TqJ5BWezQIw
Travel,https://www.youtube.com/@ONWorldTravel,https://www.youtube.com/watch?v=2lKEeCwi-AM,2lKEeCwi-AM
Travel,https://www.youtube.com/@ONWorldTravel,https://www.youtube.com/watch?v=JfA5baW3Q6c,JfA5baW3Q6c
Travel,https://www.youtube.com/@ONWorldTravel,https://www.youtube.com/watch?v=8RfxAl6ecSo,8RfxAl6ecSo
Travel,https://www.youtube.com/@ReadTravelBecome,https://www.youtube.com/watch?v=md_Kmk8lYPE,md_Kmk8lYPE
Travel,https://www.youtube.com/@ReadTravelBecome,https://www.youtube.com/watch?v=zks7vyBOvR8,zks7vyBOvR8
Travel,https://www.youtube.com/@ReadTravelBecome,https://www.youtube.com/watch?v=A9KTpXaRVco,A9KTpXaRVco
Travel,https://www.youtube.com/@Bemytravelmuse,https://www.youtube.com/watch?v=fYrMROuwuew,fYrMROuwuew
Travel,https://www.youtube.com/@Bemytravelmuse,https://www.youtube.com/watch?v=6-WpIaDZxm0,6-WpIaDZxm0
Travel,https://www.youtube.com/@Bemytravelmuse,https://www.youtube.com/watch?v=lGTwtfCGoZA,lGTwtfCGoZA
